BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.994595,0.994279,0.987179,0.98593,0.982242,0.975203,0.916144,0.916144,0.916144,0.916144,9.10154,0.642991
