BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.632117,0.637148,0.6413,0.645974,0.649249,0.651527,0.647138,0.647138,0.647138,0.647138,1.44721,0.295528
