BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.995707,0.995786,0.995814,0.995863,0.995873,0.995786,0.988753,0.988753,0.988753,0.988753,1.38577,0.245537
