BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
1,0.990847,0.990631,0.98794,0.987191,0.983659,0.926512,0.926512,0.926512,0.926512,8.00608,0.417333
