BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.625255,0.630391,0.634618,0.63937,0.64272,0.645065,0.640763,0.640763,0.640763,0.640763,1.46256,0.325503
