BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.967568,0.970252,0.965976,0.95804,0.942649,0.928465,0.870032,0.870032,0.870032,0.870032,8.42583,0.847459
