BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.996102,0.996174,0.996199,0.996242,0.996248,0.996163,0.989063,0.989063,0.989063,0.989063,1.46256,0.245372
